text,category,char_length,word_count
There is a cash withdrawal in my account that isn't mine.,cash_withdrawal_not_recognised,57,11
"Card has been received, how will it show up on the app?",card_linking,55,12
I thought you guys offered free transfers. Why was I charged?,transfer_fee_charged,61,11
"I deposited cash into my account, why do I not see it?",balance_not_updated_after_cheque_or_cash_deposit,54,12
Is the ATM broken? I can't get cash from it.,declined_cash_withdrawal,44,10
I didn't make these transactions. Is someone else using my card?,compromised_card,64,11
I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,declined_transfer,143,27
Can I use a check to get gas?,top_up_by_cash_or_cheque,29,8
Why does my transaction have an added fee?,extra_charge_on_statement,42,8
"i received my American Express in Apple pay, is there a reason why top up is not working?",apple_pay_or_google_pay,89,18
What is taking so long with my top up?,pending_top_up,38,9
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",pending_transfer,342,59
"I desperately need to transfer something from China, Please give me the wait time.",transfer_timing,82,14
I was under the impression I can make transfers for free. I made an online purchase for something that was obroad and there's some additional strange fee. I've never seen this before and this isn't fair.,transfer_fee_charged,203,36
Will I be able to get both a visa and a mastercard?,visa_or_mastercard,51,12
There is a transaction showing in my app that I did not make as I have not used that card all day. Please reimburse this amount to my account.,direct_debit_payment_not_recognised,142,29
How do I order a new card? The current one is about to expire.,card_about_to_expire,62,14
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",beneficiary_not_allowed,118,24
I got an unexpected charge on my transfers. How can I correct this?,transfer_fee_charged,67,13
Can this app be used to exchange currencies?,exchange_via_app,44,8
"i put in money for vacation and its not showing. i need that money today, how long will it take",pending_transfer,95,20
My top is still pending.,pending_top_up,24,5
My throwaway virtual card won't work,virtual_card_not_working,36,6
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",card_payment_wrong_exchange_rate,91,16
How did you guys get your exchange rate?,exchange_rate,40,8
Is it possible to get a new card in China?,card_about_to_expire,42,10
Is there a way to order a new card while in China?,card_about_to_expire,50,12
What age do you have to be to open an account?,age_limit,46,11
My card expires soon,card_about_to_expire,20,4
"There is a direct debit charge that I don't recognize, what can I do?",direct_debit_payment_not_recognised,69,14
"In a month, my card will reach its expiration date, am I required to request the next card?",card_about_to_expire,91,18
How do I change my PIN abroad?,change_pin,30,7
I dont have identification,unable_to_verify_identity,26,4
What do I have to do to get a Visa card?,visa_or_mastercard,40,11
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,failed_transfer,139,26
Can I get a disposable virtual card?,get_disposable_virtual_card,36,7
I would like to cancel a transfer,cancel_transfer,33,7
How long is the delivery time to the US?,card_delivery_estimate,40,9
What does pending payment mean?,pending_card_payment,31,5
Do I need to do anything special for my friend to send money to my account?,receiving_money,75,16
How to receive transfers from my employer when I get paid in GBP?,receiving_money,65,13
Would I need to pay extra for currency exchanges?,exchange_charge,49,9
Is my credit card supported for top-ups?,supported_cards_and_currencies,40,7
I ordered my card but it still isn't here,card_arrival,41,9
Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,45,8
I have an unknown direct debit payment on my account,direct_debit_payment_not_recognised,52,10
can I link a card of yours I already have?,card_linking,42,10
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,beneficiary_not_allowed,100,20
I still don't have a refund.,Refund_not_showing_up,28,6
"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",balance_not_updated_after_cheque_or_cash_deposit,90,19
How do I find the code needed in order to verify my top-up card?,verify_top_up,64,14
Can my children get an account?,age_limit,31,6
Is it possible to hold money in multiple currencies?,fiat_currency_support,52,9
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient,237,44
If I need more than cards will I have to pay a fee to receive them?,getting_spare_card,67,16
My transfer says pending. What does that mean?,pending_transfer,46,8
I lost my phone and need help so someone doesn't access my account.,lost_or_stolen_phone,67,13
"I noticed a fee, while banking abroad, that seems different than any I have been charged before. What does this fee mean?",transfer_fee_charged,121,22
The transfer to my beneficiary has not gone through,beneficiary_not_allowed,51,9
How long will my transfer stay pending?,pending_transfer,39,7
I answered so many questions about my identity. Why do you need this info?,why_verify_identity,74,14
I forgot the passcode on my app.,passcode_forgotten,32,7
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,declined_cash_withdrawal,121,24
I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate,71,13
The transfer I tried to make failed.,failed_transfer,36,7
My friend says he hasn't received my transaction,transfer_not_received_by_recipient,48,8
Where can I modify my details?,edit_personal_details,30,6
Why is my card payment cancelled?,reverted_card_payment?,33,6
How do I activate my card that just arrived?,activate_my_card,44,9
There are strange transactions on my account. What should I do if I think someone stole my details?,compromised_card,99,18
Why did a transaction I made charge me $1?,extra_charge_on_statement,42,9
I need to add money to my account. Can I do so via bank transfer?,transfer_into_account,65,15
I am having problems with a top-up.,top_up_failed,35,7
Why can't I withdraw cash?,declined_cash_withdrawal,26,5
HOW LONG TO TAKE THE TIME TO SOLVE,card_not_working,34,8
Can you please explain why my beneficiary is not allowed?,beneficiary_not_allowed,57,10
What is needed for identity verification?,verify_my_identity,41,6
I transferred some funds but I don't see it,balance_not_updated_after_bank_transfer,43,9
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",transfer_not_received_by_recipient,223,40
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,balance_not_updated_after_cheque_or_cash_deposit,129,27
what steps do i do to get a real card,order_physical_card,37,10
